lon,lat,pickupcnt,dropoffcnt,roadname
-74.3300,40.6449,1,4,'NJBoynton Ave10003|NJBoynton Ave10003+NJPine St+10003|NJPine St10003'
-74.3300,40.6422,1,0,'NJSycamore St10003'
-74.3298,40.8094,0,1,'NJRockledge Dr10003'
-74.3298,40.7177,0,2,'NJCleveland Pl10003'
-74.3297,40.6558,0,1,'NJMaple St10003'
-74.3295,40.5313,0,1,'NJNorman St10003'
-74.3295,40.6867,0,1,'NJBecker Rd10003'
-74.3295,40.7215,0,4,'NJWellington Ave10003'
-74.3294,40.5919,0,1,'NJNeptune Pl10003|NJNeptune Pl10003+NJPredmore Ave+10003|NJPredmore Ave10003'
-74.3293,40.6537,0,1,'NJ2nd Ave10003|NJ2nd Ave10003+NJMaple St+10003'
-74.3292,40.5289,1,4,'NJMay St10003'
-74.3289,40.7786,0,1,'NJArbor Ct10003'
-74.3288,40.7266,1,1,'NJForest Dr10003'
-74.3288,40.7309,0,1,'NJChestnut Pl10003'
-74.3287,40.5565,0,1,'NJWall St10003'
-74.3286,40.5986,1,0,'NJBeekman Ave10003'
-74.3285,40.5381,1,1,'NJMerker Dr10003|NJMerker Dr10003+NJMerker Dr+10003'
-74.3274,40.7428,0,1,'NJSaratoga Way10003'
-74.3273,40.7293,0,1,'NJForest Dr10003+NJChestnut Pl+10003|NJChestnut Pl10003'
-74.3271,40.5562,0,1,'NJMercer St10003+NJFord Ave+10003'
-74.3266,40.8214,4,4,'NJEagle Rock Ave10003'
-74.3265,40.5715,0,1,'NJBird Ave10003'
-74.3264,40.7217,0,1,'NJInwood Rd10003|NJInwood Rd10003+NJOakview Ter+10003'
-74.3263,40.7174,0,1,'NJFarley Pl10003'
-74.3259,40.7256,0,1,'NJWoodland Rd10003'
-74.3243,40.7245,2,8,'NJWoodcroft Pl10003'
-74.3242,40.7272,0,1,'NJWyndham Rd10003|NJWyndham Rd10003+NJWyndham Rd+10003'
-74.3235,40.5930,0,1,'NJWest St10003'
-74.3230,40.5244,0,1,'NJNew St10003'
-74.3230,40.7248,0,2,'NJBaltusrol Way10003'
-74.3229,40.6536,0,1,'NJCedar St10003'
-74.3228,40.8080,0,1,'NJBryant Dr10003+NJWhite Oak Dr+10003|NJWhite Oak Dr10003'
-74.3226,40.7226,0,1,'NJFerncliff Ter10003|NJFerncliff Ter10003+NJBaltusrol Way+10003'
-74.3226,40.7382,0,1,'NJWoodfield Dr10003'
-74.3222,40.7778,0,1,'NJVillage Dr10003+NJYorktown Ter+10003|NJYorktown Ter10003'
-74.3222,40.6518,0,1,'NJEast St10003'
-74.3215,40.7238,0,1,'NJShort Hills Ave10003+NJOverlook Ter+10003|NJOverlook Ter10003'
-74.3205,40.5689,0,1,'NJW Indiana Ave10003|NJW Indiana Ave10003+NJCooper Ave+10003|NJCooper Ave10003'
-74.3193,40.7027,0,1,'NJGail Ct10003'
-74.3169,40.7629,2,0,'NJGraymoor Rd10003'
-74.3165,40.7520,0,1,'NJTroy Dr10003+NJAthens Rd+10003|NJAthens Rd10003'
-74.3165,40.7651,0,1,'NJCanoe Brook Dr10003|NJCanoe Brook Dr10003+NJChestnut St+10003|NJChestnut St10003'
-74.3163,40.6976,0,1,'NJMilltown Rd10003+NJMeisel Ave+10003'
-74.3159,40.5898,0,1,'NJParson Pl10003'
-74.3154,40.7976,0,1,'NJGable Walk10003'
-74.3146,40.8838,0,1,'NJWindsor Ct10003'
-74.3146,40.7469,0,1,'NJW Beechcroft Rd10003|NJW Beechcroft Rd10003+NJGreat Hills Rd+10003'
-74.3145,40.7121,0,1,'NJMorris Ave10002+NJKeeler St+10002|NJState Rte 8210002+NJKeeler St+10002|NJState Rte 12410002+NJKeeler St+10002|NJKeeler St10003'
-74.3144,40.7839,0,1,'NJAmherst Pl10003|NJAmherst Pl10003+NJS Livingston Ave+10003'
-74.3136,40.6934,0,1,'NJJanet Ln10003+NJCraig Rd+10003|NJCraig Rd10003'
-74.3136,40.6327,0,1,'NJTerminal Ave10003'
-74.3126,40.5584,1,5,'NJWoodbridge Commons Way10003'
-74.3126,40.6365,1,0,'NJGrandview Ave10003|NJGrandview Ave10003+NJGeorgia St+10003'
-74.3123,40.7529,0,1,'NJEliot Pl10003'
-74.3120,40.5608,0,1,'NJCheryl Dr10009|NJCheryl Dr10009+NJCheryl Dr+10009'
-74.3119,40.4183,1,1,'NJJake Brown Rd10003|NJJake Brown Rd10003+NJJake Brown Rd+10003'
