lon,lat,pickupcnt,dropoffcnt,roadname
-74.3214,40.6850,0,1,'NJLawrence Rd10003'
-74.2845,40.7336,0,1,'NJCurtiss Pl10003|NJCurtiss Pl10003+NJKermit Rd+10003|NJCurtiss Pl10003+NJCurtis Pl+10003|NJKermit Rd10003|NJKermit Rd10003+NJCurtis Pl+10003|NJCurtis Pl10003|NJCurtis Pl10003+NJCurtis Pl+10003'
-74.2682,40.8918,0,1,'NJUS Hwy 4610002|NJUS Hwy 4610002+NJUS Hwy 46+10002'
-74.2063,40.6502,1,0,'NJ5th Ave10003+NJLoomis St+10003|NJLoomis St10003'
-74.1949,40.5484,0,1,'NYEverton Pl10003'
-74.1939,40.5667,0,1,'NYW Shore Exwy State Rte W10003|NYW Shore Exwy State Rte W10003+NYW Svc Rd+10003|NYW Shore Exwy State Rte W10003+NYW Shore Exwy Svc Rd W+10003|NYW Shore Exwy State Rte W10003+NYMuldoon Ave+10003|NYW Svc Rd10003|NYW Svc Rd10003+NYW Shore Exwy W Svc Rd+10003|NYW Svc Rd10003+NYW Shore Exwy Svc Rd W+10003|NYW Svc Rd10003+NYMuldoon Ave+10003|NYW Svc Rd10003+NYW Shore Exwy W State Rte+10003|NYW Shore Exwy W Svc Rd10003|NYW Shore Exwy W Svc Rd10003+NYW Shore Exwy Svc Rd W+10003|NYW Shore Exwy W Svc Rd10003+NYMuldoon Ave+10003|NYW Shore Exwy Svc Rd W10003|NYW Shore Exwy Svc Rd W10003+NYMuldoon Ave+10003|NYW Shore Exwy Svc Rd W10003+NYW Shore Exwy W State Rte+10003|NYMuldoon Ave10003|NYMuldoon Ave10003+NYW Shore Exwy W State Rte+10003|NYW Shore Exwy W State Rte10003'
-74.1936,40.7153,0,1,'NJJohnson Ave10003+NJW Runyon St+10003'
-74.1933,40.6872,0,2,'NJSpring St10003'
-74.1931,40.6843,0,1,'NJState Rte 8110002|NJState Rte 8110002+NJUS Hwy 9+10002|NJState Rte 8110002+NJUS Hwy 1+10002'
-74.1930,40.6873,0,1,'NJUS Hwy 910002|NJUS Hwy 910002+NJUS Hwy 1+10002|NJUS Hwy 910002+NJUS Hwy 9+10002|NJUS Hwy 110002|NJUS Hwy 110002+NJUS Hwy 1+10002|NJUS Hwy 110002+NJUS Hwy 9+10002'
-74.1928,40.6876,0,2,'NJUS Hwy 110002+NJMc Clellan St+10002|NJMc Clellan St10003|NJMc Clellan St10003+NJUS Hwy 9+10003'
-74.1895,40.7048,0,1,'NJStation Rd10003'
-74.1874,40.6876,0,1,'NJSouth Svc Rd Exd10003'
-74.1870,40.7021,0,1,'NJHaynes Ave10003'
-74.1866,40.6997,2,1,'NJUS Hwy 910002+NJStation Rd+10002|NJUS Hwy 110002+NJStation Rd+10002|NJStation Rd10003'
-74.1864,40.6931,1,3,'NJTower Rd10003'
-74.1848,40.6927,0,1,'NJTower Rd10003|NJTower Rd10003+NJTower Rd+10003'
-74.1845,40.6954,0,1,'NJBrewster Rd10003'
-74.1844,40.6889,0,2,'NJTerminal A10003'
-74.1843,40.6898,0,3,'NJSouth Svc Rd10003'
-74.1835,40.6884,0,14,'NJExpress Rd10003|NJExpress Rd10003+NJExpress Rd+10003'
-74.1832,40.6927,0,3,'NJNewark International Airport St10003'
-74.1827,40.6881,1,65,'NJExpress Rd10003'
-74.1827,40.6946,0,2,'NJRadar Rd10003'
-74.1825,40.7056,0,1,'NJUS Hwy 910002|NJUS Hwy 910002+NJUS Hwy 9+10002|NJUS Hwy 910002+NJUS Hwy 1+10002|NJUS Hwy 110002|NJUS Hwy 110002+NJUS Hwy 9+10002|NJUS Hwy 110002+NJUS Hwy 1+10002'
-74.1821,40.7060,0,1,'NJUS Hwy 910002+NJUS Hwy 22+10002|NJUS Hwy 110002+NJUS Hwy 22+10002'
-74.1806,40.6883,0,25,'NJExpress Rd10003'
-74.1787,40.6883,0,11,'NJRadar Rd10003'
-74.1784,40.7086,0,1,'NJUS Hwy 110002'
-74.1784,40.7081,0,1,'NJUS Hwy 2210002|NJUS Hwy 2210002+NJUS Hwy 22+10002'
-74.1775,40.6910,3,260,'NJTerminal B10003'
-74.1769,40.6908,0,1,'NJTerminal B10003'
-74.1735,40.7332,0,1,'NJWilliam St10003|NJWilliam St10003+NJBroad St+10003'
-74.1705,40.7325,0,1,'NJLafayette St10003|NJLafayette St10003+NJMulberry St+10003'
-74.1705,40.7118,0,1,'NJFrontage Rd10003'
-74.1696,40.7383,0,1,'NJE Park St10003|NJE Park St10003+NJPark Pl+10003'
-74.1648,40.5874,3,3,'NYRichmond Hill Rd10003+NYCountry Dr W+10003|NYCountry Dr W10003'
-74.1644,40.5871,2,2,'NYRichmond Hill Rd10003+NYRing Rd+10003|NYRing Rd10003'
-74.1640,40.7354,0,1,'NJRaymond Plz W10003|NJRaymond Plz W10003+NJRaymond Blvd+10003'
-74.1606,40.7098,0,2,'NJUS Hwy 910002+NJI 78+10002|NJUS Hwy 2210002|NJI 7810001+NJUS Hwy 1+10001'
-74.1573,40.8883,0,1,'NJ6th Ave10003+NJW 1st St+10003'
-74.1570,40.7300,0,1,'NJJackson St10003+NJDowning St+10003|NJDowning St10003'
-74.1540,40.5343,0,1,'NYHylan Blvd10003+NYRichmond Ave+10003'
-74.1488,40.6092,0,1,'NYNeptune Pl10003'
-74.1482,40.7209,0,1,'NJUS Hwy 910002+NJParis St+10002|NJUS Hwy 910002+NJWilson Ave+10002|NJParis St10003|NJParis St10003+NJWilson Ave+10003|NJParis St10003+NJUS Hwy 1+10003|NJWilson Ave10003+NJUS Hwy 1+10003'
-74.1481,40.6030,1,0,'NYA St10003'
-74.1461,40.8837,0,1,'NJWellington St10003+NJGetty Ave+10003'
-74.1446,40.5926,0,1,'NY1st Ave10003|NY1st Ave10003+NYForest Hill Rd+10003|NYExecutive Way10003|NYExecutive Way10003+NYForest Hill Rd+10003'
-74.1350,40.6513,0,1,'NJW 5th St10003+NJTrask Ave+10003|NJTrask Ave10003'
-74.1306,40.5644,0,1,'NYSavoy St10003'
-74.1302,40.7132,0,1,'NJWilson Ave10003+NJDoremus Ave+10003'
-74.1261,40.8982,0,1,'NJRiver Dr10003+NJSlater Dr+10003|NJSlater Dr10003'
-74.1183,40.5782,0,1,'NYAltamont St10003+NYFoxholm St+10003|NYAltamont St10003+NYSt Stephens Pl+10003|NYFoxholm St10003|NYFoxholm St10003+NYSt Stephens Pl+10003|NYSt Stephens Pl10003'
-74.1183,40.6134,0,1,'NYFairview Ave10003|NYFairview Ave10003+NYVictory Blvd+10003'
-74.1160,40.6744,2,1,'NJW 33rd St10003+NJKennedy Blvd+10003|NJW 33rd St10003+NJState Rte 501+10003|NJW 33rd St10003+NJJohn F Kennedy Blvd+10003'
-74.1159,40.7966,0,1,'NJSwayne Ave10003'
-74.1114,40.6721,1,0,'NJW 33rd St10003|NJW 33rd St10003+NJBroadway+10003|NJW 33rd St10003+NJE 33rd St+10003|NJBroadway10003+NJE 33rd St+10003|NJE 33rd St10003'
-74.1055,40.6347,0,1,'NYHoyt Ave10003'
-74.1032,40.8103,0,1,'NJPolito Ave10003|NJPolito Ave10003+NJRutherford Ave+10003|NJPolito Ave10003+NJState Rte 17+10003|NJRutherford Ave10003|NJState Rte 1710003'
-74.1028,40.7284,0,1,'NJScout Ave10003|NJScout Ave10003+NJLincoln Hwy+10003'
-74.1027,40.6587,0,1,'NJAve J10003+NJE 22nd St+10003|NJE 22nd St10003'
-74.1011,40.6881,0,1,'NJAve C10003+NJW 57th St+10003|NJW 57th St10003'
-74.1007,40.6870,0,1,'NJW 56th St10003'
-74.1005,40.6263,0,1,'NYLakewood Rd10003+NYRose Ct+10003|NYRose Ct10003'
-74.1004,40.7981,0,1,'NJChubb Ave10003|NJChubb Ave10003+NJValley Brook Ave+10003'
-74.1004,40.5856,0,1,'NYSeaver Ave10003'
-74.0981,40.8054,0,1,'NJChubb Ave10003'
-74.0965,40.7146,0,1,'NJCarbon Pl10003|NJCarbon Pl10003+NJState Rte 440+10003'
-74.0963,40.7912,1,1,'NJde Korte Plz10003|NJde Korte Plz10003+NJde Korte Park Plz+10003|NJde Korte Plz10003+NJValley Brook Ave+10003|NJde Korte Park Plz10003|NJde Korte Park Plz10003+NJValley Brook Ave+10003|NJValley Brook Ave10003'
-74.0943,40.6167,0,1,'NYSignal Hill Rd10003|NYSignal Hill Rd10003+NYHoward Ave+10003'
-74.0916,40.6265,0,1,'NYEddy St10003|NYEddy St10003+NYVictory Blvd+10003'
-74.0885,40.5848,0,1,'NYMason Ave10003+NYSeaview Ave+10003'
-74.0874,40.6822,1,1,'NJIndustrial Dr10003'
-74.0865,40.5837,0,1,'NYNugent Ave10003|NYNugent Ave10003+NYSeaview Ave+10003'
-74.0856,40.7740,0,1,'NJCastle Rd10003|NJCastle Rd10003+NJMeadowlands Pkwy+10003|NJMeadowlands Pkwy10003'
-74.0854,40.9195,0,1,'NJGarden State Plaza Blvd10003'
-74.0842,40.7618,1,0,'NJNew County Rd10003'
-74.0837,40.6798,0,1,'NJColony Rd10003'
-74.0836,40.5979,0,1,'NYHylan Blvd10003+NYParkinson Ave+10003'
-74.0818,40.8097,0,1,'NJState Rte 310002|NJState Rte 310002+NJState Rte 3+10002'
-74.0806,40.7622,0,1,'NJRiverside Station Blvd10003|NJRiverside Station Blvd10003+NJNew County Rd+10003'
-74.0800,40.7858,1,0,'NJSea Isle Key10003'
-74.0795,40.8057,1,1,'NJMeadowlands Plz10003'
-74.0782,40.7373,1,0,'NJState Rte 44010002|NJState Rte 110002'
-74.0782,40.7291,0,1,'NJBelvidere Ave10003'
-74.0780,40.7000,1,0,'NJVreeland Ter10003'
-74.0766,40.8067,0,1,'NJMeadowlands Plz10003'
