lon,lat,pickupcnt,dropoffcnt,roadname
-74.3298,40.5741,0,1,'NJla Guardia Ave10003'
-74.3296,40.4074,1,0,'NJJake Brown Rd10003+NJPatio Greens Dr+10003|NJPatio Greens Dr10003'
-74.3295,40.6925,1,0,'NJKimberly Ct10003'
-74.3288,40.7266,0,1,'NJForest Dr10003'
-74.3288,40.7397,0,1,'NJHighland Ave10003'
-74.3276,40.6912,0,1,'NJBeverly Rd10003'
-74.3272,40.5720,0,1,'NJHarding Ave10003'
-74.3263,40.6120,1,0,'NJThomas Dr10003+NJBenish Ct+10003|NJBenish Ct10003'
-74.3238,40.6870,1,1,'NJTudor Ct10003'
-74.3220,40.7173,0,1,'NJTower Dr10003|NJTower Dr10003+NJBaltusrol Ave+10003'
-74.3178,40.7119,0,1,'NJLincoln Rd10003'
-74.3174,40.6833,1,0,'NJSilver Ct10003'
-74.3138,40.5459,1,0,'NJGlenwood Ter10003'
-74.3114,40.7165,0,1,'NJMechanic St10003'
-74.3110,40.7164,0,1,'NJMechanic St10003+NJOrchard St+10003|NJOrchard St10003'
-74.3104,40.6002,0,1,'NJConduit Way10003'
-74.3086,40.7157,0,1,'NJMechanic St10003'
-74.3086,40.7014,0,1,'NJLocust Dr10003+NJPinewood Rd+10003|NJPinewood Rd10003'
-74.3081,40.7176,0,1,'NJWillow St10003|NJWillow St10003+NJE Willow St+10003|NJWillow St10003+NJRte 577+10003|NJE Willow St10003|NJE Willow St10003+NJRte 577+10003'
-74.3072,40.7040,0,1,'NJRiverside Dr10003+NJS Maple Ave+10003|NJS Maple Ave10003'
-74.3049,40.6573,0,1,'NJMiln St10003+NJAlden St+10003'
-74.3043,40.6535,1,1,'NJChestnut St10003+NJWalnut Ave+10003'
-74.3042,40.4223,0,1,'NJSchulmeister Rd10003'
-74.3037,40.6586,0,1,'NJCo Hwy 61510003+NJMiln St+10003|NJMiln St10003|NJMiln St10003+NJSpringfield Ave+10003'
-74.2999,40.8733,0,1,'NJFairfield Rd10003+NJMontesano Rd+10003|NJMontesano Rd10003'
-74.2991,40.5368,1,1,'NJHoover Way10003'
