lon,lat,pickupcnt,dropoffcnt,roadname
-74.3161,40.7506,0,1,'NJGreat Hills Ter10003+NJTall Pine Ln+10003|NJTall Pine Ln10003'
-74.3001,40.7578,0,1,'NJHansen Rd S10003+NJGarden Dr+10003|NJGarden Dr10003'
-74.2642,40.7016,0,1,'NJStuyvesant Ave10003+NJMarianne Way+10003|NJStuyvesant Ave10003+NJKay Ave+10003|NJMarianne Way10003|NJMarianne Way10003+NJKay Ave+10003|NJKay Ave10003'
-74.2390,40.5387,0,1,'NYBrienna Ct10003|NYBrienna Ct10003+NYSharrotts Rd+10003'
-74.2350,40.7288,1,0,'NJCivic Sq W10003|NJCivic Sq W10003+NJClinton Ave+10003'
-74.2345,40.5784,1,0,'NJDaniel St10003+NJPoplar St+10003'
-74.2344,40.7337,1,0,'NJStuyvesant Ave10003+NJMountain View Pl+10003|NJMountain View Pl10003'
-74.2287,40.7464,0,1,'NJStuyvesant Ave10003'
-74.2238,40.6120,0,1,'NJWood Ave10003+NJI 95+10003|NJWood Ave10003+NJNew Jersey Tpke+10003|NJI 9510001+NJTremley Point Rd+10001|NJNew Jersey Tpke10001+NJTremley Point Rd+10001'
-74.2118,40.7618,0,1,'NJCity Hall Plz10003|NJCity Hall Plz10003+NJDr Martin Luther King Jr Blvd+10003|NJCity Hall Plz10003+NJWinans St+10003|NJCity Hall Plz10003+NJMain St+10003|NJDr Martin Luther King Jr Blvd10003+NJWinans St+10003|NJWinans St10003|NJWinans St10003+NJMain St+10003'
-74.2094,40.6440,0,1,'NJCole Pl10003|NJCole Pl10003+NJBayway Ave+10003|NJCole Pl10003+NJCole Ave+10003|NJCole Pl10003+NJRichmond St+10003|NJBayway Ave10002|NJBayway Ave10002+NJRichmond St+10002|NJCole Ave10002|NJCole Ave10002+NJRichmond St+10002|NJRichmond St10003'
-74.2028,40.6690,0,1,'NJUS Hwy 910002+NJFlora St+10002|NJFlora St10003+NJUS Hwy 1+10003|NJFlora St10003+NJSpring St+10003'
-74.2018,40.9441,0,1,'NJWest Rd10009|NJWest Rd10009+NJPompton Rd+10009|NJWest Rd10009+NJCo Rd 504+10009'
-74.1982,40.8338,0,1,'NJCarolin Rd10003+NJAubrey Rd+10003|NJAubrey Rd10003'
